Time,SessionTime,Distance,Speed,RPM,nGear,Throttle,Brake,DRS,X,Y,Z
0 days 00:01:03.571000,0 days 01:57:29.663000,4153.505555555554,253.0,11585.0,6,100.0,False,0,1746.558843407579,3922.3061075922315,1896.0824225128981
0 days 00:01:03.643000,0 days 01:57:29.735000,4158.5942068608365,253.9,11183.0,6,99.7,False,0,1740.0,3869.0,1896.0
0 days 00:01:03.811000,0 days 01:57:29.903000,4170.57222222222,256.0,10245.0,6,99.0,False,0,1727.8406892060257,3733.971053034818,1895.072774762766
0 days 00:01:03.824000,0 days 01:57:29.916000,4171.510282037449,256.3249984,10261.936027733333,6,99.03611093333333,False,0,1727.0,3724.0,1895.0
0 days 00:01:04.044000,0 days 01:57:30.136000,4187.634587027621,261.8249984,10548.547138844444,6,99.64722204444445,False,0,1713.0,3565.0,1894.0
0 days 00:01:04.171000,0 days 01:57:30.263000,4197.072222222221,265.0,10714.0,7,100.0,False,0,1702.6537211294244,3455.6842895218933,1893.2505807197927
0 days 00:01:04.404000,0 days 01:57:30.496000,4214.526896093922,268.23611022222224,10803.316642133334,7,100.0,False,0,1683.0,3255.0,1892.0
0 days 00:01:04.531000,0 days 01:57:30.623000,4224.072222222221,270.0,10852.0,7,100.0,False,0,1675.9035979650243,3183.3260457108854,1891.907678041038
0 days 00:01:04.691000,0 days 01:57:30.783000,4236.116666666665,271.0,11283.0,7,100.0,False,0,1667.820767733313,3099.747840583034,1892.0088672843399
0 days 00:01:04.704000,0 days 01:57:30.796000,4237.100027730781,271.18571337142856,11274.317899885715,7,100.0,False,0,1667.0,3091.0,1892.0
0 days 00:01:04.971000,0 days 01:57:31.063000,4257.505555555554,275.0,11096.0,7,100.0,False,0,1645.9376643844241,2860.5874973570094,1891.2511567228848
0 days 00:01:05.024000,0 days 01:57:31.116000,4261.605260401912,275.9937488,11135.2530776,7,100.0,False,0,1642.0,2817.0,1891.0
0 days 00:01:05.291000,0 days 01:57:31.383000,4282.483333333331,281.0,11333.0,7,100.0,False,0,1625.772464244248,2637.058012802054,1889.3899516627223
0 days 00:01:05.364000,0 days 01:57:31.456000,4288.242346423093,282.2166656,11338.4749952,7,100.0,False,0,1621.0,2586.0,1889.0
0 days 00:01:05.531000,0 days 01:57:31.623000,4301.483333333332,285.0,11351.0,7,100.0,False,0,1608.5238309681858,2455.6719576736596,1888.2226839685995
0 days 00:01:05.564000,0 days 01:57:31.656000,4304.107923159171,285.2062496,11373.3780816,7,100.0,False,0,1606.0,2429.0,1888.0
0 days 00:01:05.784000,0 days 01:57:31.876000,4321.6547401062535,286.5812496,11522.5655816,7,100.0,False,0,1590.0,2255.0,1886.0
0 days 00:01:05.851000,0 days 01:57:31.943000,4326.994444444443,287.0,11568.0,7,100.0,False,0,1585.8528493261342,2208.911832843795,1885.6303743498854
0 days 00:01:06.011000,0 days 01:57:32.103000,4339.749999999998,287.0,11690.0,7,100.0,False,0,1575.5187685021112,2093.1356669631605,1885.2170934962776
0 days 00:01:06.064000,0 days 01:57:32.156000,4344.0092369123395,287.79499904,11531.132691840001,7,100.0,False,0,1570.0,2032.0,1885.0
0 days 00:01:06.224000,0 days 01:57:32.316000,4356.998485074817,290.19499904,11051.53269184,7,100.0,False,0,1548.0,1790.0,1884.0
0 days 00:01:06.411000,0 days 01:57:32.503000,4372.305555555554,293.0,10491.0,8,100.0,False,0,1529.3953318401968,1588.278928021305,1882.6378320240237
0 days 00:01:06.664000,0 days 01:57:32.756000,4393.094803150452,295.1083328,10567.427064,8,100.0,False,0,1516.0,1446.0,1881.0
0 days 00:01:06.891000,0 days 01:57:32.983000,4411.905555555554,297.0,10636.0,8,100.0,False,0,1507.3691963065403,1351.952266502724,1880.177698260753
0 days 00:01:06.944000,0 days 01:57:33.036000,4416.328848749244,298.3249984,10672.7687056,8,100.0,False,0,1504.0,1315.0,1880.0
0 days 00:01:07.051000,0 days 01:57:33.143000,4425.283333333332,301.0,10747.0,8,100.0,False,0,1494.6061798211385,1212.0079333340486,1879.6148706407812
0 days 00:01:07.184000,0 days 01:57:33.276000,4436.424147771606,301.4156248,10756.5593704,8,100.0,False,0,1481.0,1064.0,1879.0
0 days 00:01:07.344000,0 days 01:57:33.436000,4449.855435543734,301.9156248,10768.0593704,8,100.0,False,0,1467.0,914.0,1878.0
0 days 00:01:07.371000,0 days 01:57:33.463000,4452.127777777776,302.0,10770.0,8,100.0,False,0,1464.9260584945457,891.2532047106735,1877.8511780697552
0 days 00:01:07.544000,0 days 01:57:33.636000,4466.7300056820195,303.72999936,10889.36995584,8,100.0,False,0,1452.0,746.0,1877.0
0 days 00:01:07.571000,0 days 01:57:33.663000,4469.016666666665,304.0,10908.0,8,100.0,False,0,1449.533745752078,718.6113142809842,1876.8402114654084
0 days 00:01:07.844000,0 days 01:57:33.936000,4492.261985649235,306.27499946666666,10938.333326222222,8,100.0,False,0,1421.0,408.0,1875.0
0 days 00:01:07.931000,0 days 01:57:34.023000,4499.716666666664,307.0,10948.0,8,100.0,False,0,1414.7707349467878,342.26499459709026,1874.6172598334606
0 days 00:01:08.163000,0 days 01:57:34.255000,4519.691038797296,309.48571428571427,11022.57142857143,8,100.0,False,0,1403.0,220.0,1874.0
0 days 00:01:08.211000,0 days 01:57:34.303000,4523.827777777776,310.0,11038.0,8,100.0,False,0,1400.0377242704594,187.64311772929975,1873.8658125879242
0 days 00:01:08.371000,0 days 01:57:34.463000,4537.605555555553,310.0,11048.0,8,100.0,False,0,1388.0153878582066,53.916942728541095,1873.302498645738
0 days 00:01:08.423000,0 days 01:57:34.515000,4542.074604848708,309.8375,11057.2625,8,100.0,False,0,1383.0,-1.0,1873.0
0 days 00:01:08.663000,0 days 01:57:34.755000,4562.666165319816,309.0875,11100.0125,8,100.0,False,0,1356.0,-292.0,1871.0
0 days 00:01:08.691000,0 days 01:57:34.783000,4565.07222222222,309.0,11105.0,8,100.0,False,0,1353.626928512278,-317.7281524581232,1870.7972258221846
0 days 00:01:08.851000,0 days 01:57:34.943000,4578.849999999998,310.0,11077.0,8,100.0,False,0,1345.0513973896911,-412.53714758994795,1869.9107609358884
0 days 00:01:09.083000,0 days 01:57:35.175000,4598.949926237969,311.44548315423964,11119.64175305007,8,100.0,False,0,1331.0,-567.0,1869.0
0 days 00:01:09.172000,0 days 01:57:35.264000,4606.669999999997,312.0,11136.0,8,100.0,False,0,1319.603338504356,-689.1972444345168,1868.620526687645
0 days 00:01:09.303000,0 days 01:57:35.395000,4618.024756012757,312.0,11126.1749952,8,100.0,False,0,1302.0,-878.0,1868.0
0 days 00:01:09.372000,0 days 01:57:35.464000,4624.003333333331,312.0,11121.0,8,100.0,False,0,1295.7373441172736,-946.1984269081853,1867.6243885892932
0 days 00:01:09.532000,0 days 01:57:35.624000,4637.869999999998,312.0,11124.0,8,100.0,False,0,1289.1906655735859,-1021.4722930544334,1866.6360869975051
0 days 00:01:09.703000,0 days 01:57:35.795000,4652.7307040349615,312.38863650909093,11124.388636509091,8,100.0,False,0,1282.0,-1102.0,1866.0
0 days 00:01:09.963000,0 days 01:57:36.055000,4675.34465122646,312.9795456,11124.9795456,8,100.0,False,0,1261.0,-1327.0,1866.0
0 days 00:01:09.972000,0 days 01:57:36.064000,4676.125555555554,313.0,11125.0,8,100.0,False,0,1260.2828795784792,-1334.964367657103,1865.981248887147
0 days 00:01:10.183000,0 days 01:57:36.275000,4694.4096598442375,312.11715478034347,11119.702928682062,8,100.0,False,0,1244.0,-1518.0,1865.0
0 days 00:01:10.211000,0 days 01:57:36.303000,4696.838888888888,312.0,11119.0,8,100.0,False,0,1241.502337995786,-1544.2810327017535,1864.8274155469016
0 days 00:01:10.344000,0 days 01:57:36.436000,4708.397552740058,312.5541664,11133.4083264,8,100.0,False,0,1229.0,-1673.0,1864.0
0 days 00:01:10.451000,0 days 01:57:36.543000,4717.7055555555535,313.0,11145.0,8,100.0,False,0,1220.4464196676581,-1767.821872685111,1863.53074183234
0 days 00:01:10.564000,0 days 01:57:36.656000,4727.532122595647,313.0,11151.591662933333,8,100.0,False,0,1212.0,-1864.0,1863.0
0 days 00:01:10.691000,0 days 01:57:36.783000,4738.572222222221,313.0,11159.0,8,100.0,False,0,1201.7012759598538,-1975.4125745149604,1862.0329234578735
0 days 00:01:10.824000,0 days 01:57:36.916000,4750.129850590896,313.0,11159.0,8,100.0,False,0,1191.0,-2089.0,1861.0
0 days 00:01:10.931000,0 days 01:57:37.023000,4759.438888888887,313.0,11159.0,8,100.0,False,0,1183.229025937554,-2172.762614908299,1860.465011417832
0 days 00:01:11.044000,0 days 01:57:37.136000,4769.291278642256,313.56499968,11157.87000064,8,100.0,False,0,1175.0,-2262.0,1860.0
0 days 00:01:11.131000,0 days 01:57:37.223000,4776.883333333331,314.0,11157.0,8,100.0,False,0,1168.0334565663572,-2337.2656136867517,1859.5742259115796
0 days 00:01:11.244000,0 days 01:57:37.336000,4786.744068103175,314.0,11158.765624,8,100.0,False,0,1159.0,-2436.0,1859.0
0 days 00:01:11.451000,0 days 01:57:37.543000,4804.794444444442,314.0,11162.0,8,100.0,False,0,1143.3420493553535,-2612.450871907289,1858.0653680085413
0 days 00:01:11.464000,0 days 01:57:37.556000,4805.926679959513,313.95357165714285,11161.164289828572,8,100.0,False,0,1142.0,-2627.0,1858.0
0 days 00:01:11.644000,0 days 01:57:37.736000,4821.585833180573,313.31071451428573,11149.592861257142,8,100.0,False,0,1120.0,-2860.0,1857.0
0 days 00:01:11.731000,0 days 01:57:37.823000,4829.138888888887,313.0,11144.0,8,100.0,False,0,1112.4170414392895,-2941.2708621309134,1856.5399879621664
0 days 00:01:11.931000,0 days 01:57:38.023000,4846.472222222221,312.0,11102.0,8,100.0,False,0,1103.446756480018,-3042.0473431118226,1855.543259793698
0 days 00:01:12.024000,0 days 01:57:38.116000,4854.541811324727,312.0,11081.850013866666,8,100.0,False,0,1098.0,-3101.0,1855.0
0 days 00:01:12.184000,0 days 01:57:38.276000,4868.433184398644,312.0,11047.1833472,8,100.0,False,0,1085.0,-3239.0,1854.0
0 days 00:01:12.291000,0 days 01:57:38.383000,4877.672222222221,312.0,11024.0,8,100.0,False,0,1075.1003686487734,-3347.449419242819,1853.5871516762604
0 days 00:01:12.491000,0 days 01:57:38.583000,4894.838888888888,309.0,11052.0,8,100.0,False,0,1056.5752142406732,-3554.666903974998,1853.1299106130546
0 days 00:01:12.524000,0 days 01:57:38.616000,4897.676665471551,309.2062496,11052.0,8,100.0,False,0,1054.0,-3583.0,1853.0
0 days 00:01:12.651000,0 days 01:57:38.743000,4908.616666666665,310.0,11052.0,8,100.0,False,0,1045.5404750413736,-3674.186168247349,1852.321424084956
0 days 00:01:12.811000,0 days 01:57:38.903000,4922.394444444443,310.0,11004.0,8,100.0,False,0,1035.5454940779387,-3776.9077676532256,1851.2775683899072
0 days 00:01:12.864000,0 days 01:57:38.956000,4926.961428752156,310.0,10996.31500928,8,100.0,False,0,1031.0,-3823.0,1851.0
0 days 00:01:13.011000,0 days 01:57:39.103000,4939.616666666664,310.0,10975.0,8,100.0,False,0,1014.9243571783949,-3984.997994486635,1850.4293827709466
0 days 00:01:13.124000,0 days 01:57:39.216000,4949.291955857097,308.5875008,10972.1750016,8,100.0,False,0,1002.0,-4113.0,1850.0
0 days 00:01:13.171000,0 days 01:57:39.263000,4953.305555555554,308.0,10971.0,8,100.0,False,0,997.0780166249152,-4160.79638335719,1849.7845646673488
0 days 00:01:13.491000,0 days 01:57:39.583000,4980.594444444442,307.0,10885.0,8,100.0,False,0,969.2724233157627,-4415.339793791779,1848.129569260758
0 days 00:01:13.544000,0 days 01:57:39.636000,4985.148514948245,306.81071451428573,10819.69650742857,8,97.53928868571428,False,0,965.0,-4452.0,1848.0
0 days 00:01:13.771000,0 days 01:57:39.863000,5004.394444444442,306.0,10540.0,8,87.0,False,0,946.9703089482781,-4599.486831679544,1848.1307038218872
0 days 00:01:13.984000,0 days 01:57:40.076000,5020.830590426767,282.0375072,10196.5376032,8,31.087516800000003,False,0,921.0,-4760.0,1848.0
0 days 00:01:14.091000,0 days 01:57:40.183000,5028.394444444441,270.0,10024.0,8,3.0,True,0,901.5206349837508,-4860.586995264546,1847.4139916164318
0 days 00:01:14.164000,0 days 01:57:40.256000,5033.278175442398,259.0500096,10252.7331328,8,3.6083328,True,0,889.0,-4922.0,1847.0
0 days 00:01:14.331000,0 days 01:57:40.423000,5043.994444444442,234.0,10776.0,8,5.0,True,0,869.8558888177017,-5007.63393762578,1846.4219906665996
0 days 00:01:14.464000,0 days 01:57:40.556000,5052.664372759843,234.0,10874.9187024,8,6.6624992,True,0,855.0,-5062.0,1846.0
0 days 00:01:14.491000,0 days 01:57:40.583000,5054.394444444441,234.0,10895.0,7,7.0,True,0,851.2156287047982,-5075.1860966503755,1845.8890530259082
0 days 00:01:14.803000,0 days 01:57:40.895000,5073.300287540705,218.4,11097.8,7,7.0,True,0,791.0,-5260.0,1844.0
0 days 00:01:14.811000,0 days 01:57:40.903000,5073.77222222222,218.0,11103.0,5,7.0,True,0,789.1660099598262,-5264.579986774861,1843.9374285895574
0 days 00:01:14.963000,0 days 01:57:41.055000,5082.679507127636,213.25,10906.825,5,7.95,True,0,753.0,-5346.0,1843.0
0 days 00:01:15.131000,0 days 01:57:41.223000,5092.261111111108,208.0,10690.0,5,9.0,True,0,708.7849011765161,-5427.102304561578,1843.9654529434542
0 days 00:01:15.143000,0 days 01:57:41.235000,5092.929130310736,207.4,10679.45,5,9.65,True,0,704.0,-5434.0,1844.0
0 days 00:01:15.371000,0 days 01:57:41.463000,5105.327777777775,196.0,10479.0,5,22.0,False,0,579.2713968564352,-5585.118511701458,1843.047721713564
0 days 00:01:15.383000,0 days 01:57:41.475000,5105.977643275593,195.94029848845324,10481.089552904135,5,23.13432871938825,False,0,574.0,-5591.0,1843.0
0 days 00:01:15.572000,0 days 01:57:41.664000,5116.215277777776,195.0,10514.0,5,41.0,False,0,527.772404800469,-5636.213786364633,1842.850058412438
0 days 00:01:15.723000,0 days 01:57:41.815000,5124.305993652334,193.74166613333333,10476.879150933333,5,55.47083946666667,False,0,492.0,-5658.0,1843.0
0 days 00:01:15.812000,0 days 01:57:41.904000,5129.081944444442,193.0,10455.0,5,64.0,False,0,454.59315560801224,-5682.089626269558,1843.0125759027453
0 days 00:01:15.903000,0 days 01:57:41.995000,5133.99793850058,193.91000064,10498.2250304,5,67.64000256,False,0,410.0,-5709.0,1843.0
0 days 00:01:16.012000,0 days 01:57:42.104000,5139.915277777776,195.0,10550.0,5,72.0,False,0,356.53583473405575,-5735.633238442859,1842.9955592359113
0 days 00:01:16.183000,0 days 01:57:42.275000,5149.223719255045,195.61071451428572,10644.660749714285,5,75.66428708571429,False,0,271.0,-5767.0,1843.0
0 days 00:01:16.292000,0 days 01:57:42.384000,5155.159722222221,196.0,10705.0,5,78.0,False,0,214.03972065661958,-5782.030289730643,1842.9994991446617
0 days 00:01:16.403000,0 days 01:57:42.495000,5161.198986483256,196.46250026666667,10800.275054933334,5,78.46250026666667,False,0,154.0,-5793.0,1843.0
0 days 00:01:16.532000,0 days 01:57:42.624000,5168.293055555554,197.0,10911.0,5,79.0,False,0,81.58693777212773,-5799.719159893828,1843.006994471322
0 days 00:01:16.663000,0 days 01:57:42.755000,5175.684241597313,200.2852674035827,10979.990615475237,5,79.82131685089568,False,0,9.0,-5801.0,1843.0
0 days 00:01:16.723000,0 days 01:57:42.815000,5179.1262618619885,201.7899692960563,11011.589355217182,5,80.19749232401408,False,0,-23.0,-5800.0,1843.0
0 days 00:01:16.851000,0 days 01:57:42.943000,5186.458333333332,205.0,11079.0,5,81.0,False,0,-97.39625130156847,-5792.41114650626,1843.3481798632076
0 days 00:01:17.024000,0 days 01:57:43.116000,5196.333385280842,205.72083306666667,11079.0,5,81.0,False,0,-203.0,-5772.0,1844.0
0 days 00:01:17.091000,0 days 01:57:43.183000,5200.191666666665,206.0,11079.0,5,81.0,False,0,-241.5319729909593,-5761.778442330611,1844.0563394797264
0 days 00:01:17.224000,0 days 01:57:43.316000,5207.949253425955,208.4937488,10766.0345256,5,83.9093736,False,0,-315.0,-5738.0,1844.0
0 days 00:01:17.404000,0 days 01:57:43.496000,5218.618456501045,211.8687488,10342.4720256,5,87.8468736,False,0,-414.0,-5698.0,1844.0
0 days 00:01:17.411000,0 days 01:57:43.503000,5219.03611111111,212.0,10326.0,5,88.0,False,0,-418.08956431864107,-5696.115579226003,1843.9899277415102
0 days 00:01:17.684000,0 days 01:57:43.776000,5235.516564136575,217.1187488,10356.7124928,5,98.2374976,False,0,-584.0,-5606.0,1844.0
0 days 00:01:17.731000,0 days 01:57:43.823000,5238.413888888887,218.0,10362.0,6,100.0,False,0,-608.3721901822894,-5589.683031838697,1844.6046218419274
0 days 00:01:17.764000,0 days 01:57:43.856000,5240.46082872773,219.15499776,10392.35994112,6,100.0,False,0,-625.0,-5578.0,1845.0
0 days 00:01:17.931000,0 days 01:57:44.023000,5250.913888888887,225.0,10546.0,6,100.0,False,0,-708.5175094416448,-5513.989089601596,1845.1438583417112
0 days 00:01:18.024000,0 days 01:57:44.116000,5256.709581673698,225.0,10641.3249344,6,100.0,False,0,-752.0,-5478.0,1845.0
0 days 00:01:18.091000,0 days 01:57:44.183000,5260.913888888887,225.0,10710.0,6,100.0,False,0,-781.2052929658666,-5452.888458307991,1845.1363728627248
0 days 00:01:18.284000,0 days 01:57:44.376000,5273.314569519136,230.6291648,10841.8832896,6,100.0,False,0,-872.0,-5362.0,1846.0
0 days 00:01:18.331000,0 days 01:57:44.423000,5276.380555555555,232.0,10874.0,6,100.0,False,0,-902.0056302483961,-5327.072053435535,1846.0645447027114
0 days 00:01:18.484000,0 days 01:57:44.576000,5286.450834851534,236.781248,11079.593664,6,100.0,False,0,-1005.0,-5200.0,1846.0
0 days 00:01:18.491000,0 days 01:57:44.583000,5286.913888888887,237.0,11089.0,6,100.0,False,0,-1008.7387251732068,-5195.248529989974,1846.0008823515425
0 days 00:01:18.731000,0 days 01:57:44.823000,5302.913888888887,240.0,11265.0,6,100.0,False,0,-1076.0459509804082,-5101.063540385252,1846.3857658812822
0 days 00:01:18.884000,0 days 01:57:44.976000,5313.286604323472,243.05999872,11405.75994112,6,100.0,False,0,-1109.0,-5043.0,1847.0
0 days 00:01:18.931000,0 days 01:57:45.023000,5316.469444444443,244.0,11449.0,6,100.0,False,0,-1123.1985456725665,-5018.109071810608,1847.2473485728915
0 days 00:01:19.064000,0 days 01:57:45.156000,5325.436406335839,244.0,11490.89497984,6,100.0,False,0,-1169.0,-4936.0,1848.0
0 days 00:01:19.131000,0 days 01:57:45.223000,5330.024999999999,244.0,11512.0,6,100.0,False,0,-1190.560663875717,-4894.267391809368,1848.313940452117
0 days 00:01:19.291000,0 days 01:57:45.383000,5341.269444444443,253.0,11637.0,6,100.0,False,0,-1237.3803701965116,-4794.289365963334,1848.9457646771418
0 days 00:01:19.304000,0 days 01:57:45.396000,5342.185836898573,253.0541664,11599.08352,6,100.0,False,0,-1241.0,-4786.0,1849.0
0 days 00:01:19.531000,0 days 01:57:45.623000,5358.202777777778,254.0,10937.0,6,100.0,False,0,-1300.217097226808,-4636.816829393896,1849.929485929394
0 days 00:01:19.584000,0 days 01:57:45.676000,5361.997613368018,255.3249984,10893.937552,6,100.0,False,0,-1313.0,-4601.0,1850.0
0 days 00:01:19.644000,0 days 01:57:45.736000,5366.326442295538,256.8249984,10845.187552,6,100.0,False,0,-1327.0,-4560.0,1850.0
0 days 00:01:19.851000,0 days 01:57:45.943000,5381.491666666666,262.0,10677.0,7,100.0,False,0,-1371.0424721511404,-4413.222415283969,1850.5020400354963
0 days 00:01:19.944000,0 days 01:57:46.036000,5388.401579987106,264.0343736,10727.2780904,7,100.0,False,0,-1388.0,-4351.0,1851.0
0 days 00:01:20.171000,0 days 01:57:46.263000,5405.402777777777,269.0,10850.0,7,100.0,False,0,-1423.8711474984048,-4196.768271311639,1852.7538172558661
0 days 00:01:20.204000,0 days 01:57:46.296000,5407.8686824925335,269.0,10863.6124736,7,100.0,False,0,-1430.0,-4162.0,1853.0
0 days 00:01:20.331000,0 days 01:57:46.423000,5417.358333333333,269.0,10916.0,7,100.0,False,0,-1456.26913457937,-3994.711171236875,1853.830775057242
0 days 00:01:20.364000,0 days 01:57:46.456000,5419.833443882449,269.4124992,10942.812448,7,100.0,False,0,-1462.0,-3956.0,1854.0
0 days 00:01:20.491000,0 days 01:57:46.583000,5429.4027777777765,271.0,11046.0,7,100.0,False,0,-1476.0725278966468,-3853.633677947627,1854.4373969095043
0 days 00:01:20.691000,0 days 01:57:46.783000,5444.624999999999,274.0,11119.0,7,100.0,False,0,-1480.0320664316007,-3788.788050324455,1854.749049451149
0 days 00:01:20.764000,0 days 01:57:46.856000,5450.231727877844,275.140624,11179.453072,7,100.0,False,0,-1482.0,-3751.0,1855.0
0 days 00:01:21.004000,0 days 01:57:47.096000,5468.875698787458,278.890624,11378.203072,7,100.0,False,0,-1492.0,-3566.0,1856.0
0 days 00:01:21.011000,0 days 01:57:47.103000,5469.424999999998,279.0,11384.0,7,100.0,False,0,-1492.247663558945,-3560.3494248637135,1856.0003611501684
0 days 00:01:21.203000,0 days 01:57:47.295000,5484.607134263894,283.1142857142857,11447.771428571428,7,100.0,False,0,-1497.0,-3409.0,1856.0
0 days 00:01:21.283000,0 days 01:57:47.375000,5490.95684710351,284.8285714285714,11474.342857142858,7,100.0,False,0,-1498.0,-3346.0,1857.0
0 days 00:01:21.291000,0 days 01:57:47.383000,5491.591666666665,285.0,11477.0,7,100.0,False,0,-1498.0784908675519,-3339.6882311122727,1857.0867758579407
0 days 00:01:21.563000,0 days 01:57:47.655000,5513.19746777205,285.9714285714286,11651.857142857143,7,100.0,False,0,-1499.0,-3124.0,1858.0
0 days 00:01:21.571000,0 days 01:57:47.663000,5513.83611111111,286.0,11657.0,7,100.0,False,0,-1498.991605299745,-3117.625158702746,1858.0480219199526
0 days 00:01:21.771000,0 days 01:57:47.863000,5529.8916666666655,289.0,11699.0,7,100.0,False,0,-1498.2314838806103,-2957.6887124264967,1859.847341865785
0 days 00:01:21.803000,0 days 01:57:47.895000,5532.479301083838,289.6,11701.2,7,100.0,False,0,-1498.0,-2932.0,1860.0
0 days 00:01:21.931000,0 days 01:57:48.023000,5542.869444444443,292.0,11710.0,7,100.0,False,0,-1496.7365561492609,-2828.7972521823267,1859.9865652369938
0 days 00:01:21.983000,0 days 01:57:48.075000,5547.095531084559,292.2587065500359,11384.029746954746,7,100.0,False,0,-1496.0,-2786.0,1860.0
0 days 00:01:22.132000,0 days 01:57:48.224000,5559.22861111111,293.0,10450.0,7,100.0,False,0,-1493.0406932428577,-2659.284967148417,1860.6908674772817
0 days 00:01:22.303000,0 days 01:57:48.395000,5573.244753531619,294.42500053333333,10528.850029511112,7,100.0,False,0,-1488.0,-2499.0,1862.0
0 days 00:01:22.492000,0 days 01:57:48.584000,5588.82861111111,296.0,10616.0,8,100.0,False,0,-1480.2520758828057,-2292.9413968235685,1863.1366899509903
0 days 00:01:22.683000,0 days 01:57:48.775000,5604.6450204228295,297.43250048,10670.9125184,8,100.0,False,0,-1473.0,-2119.0,1864.0
0 days 00:01:22.892000,0 days 01:57:48.984000,5622.050833333332,299.0,10731.0,8,100.0,False,0,-1468.4423112841284,-2028.5041338672206,1864.7491730920974
0 days 00:01:22.943000,0 days 01:57:49.035000,5626.317499259414,299.6375008,10742.4750144,8,100.0,False,0,-1467.0,-2002.0,1865.0
0 days 00:01:23.132000,0 days 01:57:49.224000,5642.184166666666,302.0,10785.0,8,100.0,False,0,-1459.0657249983735,-1855.0241570745445,1866.305715229547
0 days 00:01:23.243000,0 days 01:57:49.335000,5651.5275819075405,302.6183846474189,10817.774386313202,8,100.0,False,0,-1453.0,-1751.0,1867.0
0 days 00:01:23.491000,0 days 01:57:49.583000,5672.499722222221,304.0,10891.0,8,100.0,False,0,-1437.198354423402,-1510.8524981649532,1867.8303227574377
0 days 00:01:23.544000,0 days 01:57:49.636000,5677.009266572781,304.6624992,10908.004146133333,8,100.0,False,0,-1434.0,-1464.0,1868.0
0 days 00:01:23.731000,0 days 01:57:49.823000,5692.966388888887,307.0,10968.0,8,100.0,False,0,-1423.9158157101763,-1318.1373648719511,1868.731108268524
0 days 00:01:23.804000,0 days 01:57:49.896000,5699.188244814208,307.0,10970.281248,8,100.0,False,0,-1420.0,-1264.0,1869.0
0 days 00:01:23.891000,0 days 01:57:49.983000,5706.610833333332,307.0,10973.0,8,100.0,False,0,-1415.1344186348501,-1199.153643447646,1869.2764747201513
0 days 00:01:24.084000,0 days 01:57:50.176000,5723.174598743871,308.92999936,11063.70996992,8,100.0,False,0,-1403.0,-1043.0,1870.0
0 days 00:01:24.091000,0 days 01:57:50.183000,5723.777499999998,309.0,11067.0,8,100.0,False,0,-1402.5022114126034,-1036.5728430245408,1870.040426367035
0 days 00:01:24.244000,0 days 01:57:50.336000,5736.9877207362815,310.52999936,11088.41999104,8,100.0,False,0,-1391.0,-888.0,1871.0
0 days 00:01:24.291000,0 days 01:57:50.383000,5741.055277777777,311.0,11095.0,8,100.0,False,0,-1387.5909660505206,-844.4393443707619,1871.1601566400793
0 days 00:01:24.336000,0 days 01:57:50.428000,5744.953166667353,311.20454516363634,11102.159080727273,8,100.0,False,0,-1384.4314177641281,-804.3574793413004,1871.2318188548038
